"filename", "language", "YAML", "XML", "Batch", "Docker", "JavaScript", "CSS", "Properties", "Java", "JSON", "HTML", "comment", "blank", "total"
"c:\Users\Илья\Desktop\Bank_App\Backend\src\main\java\com\onlinebank\utils\TransferTypeEnum.java", "Java", 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"c:\Users\Илья\Desktop\Bank_App\Backend\src\main\resources\application.properties", "Properties", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 3, 15
"c:\Users\Илья\Desktop\Bank_App\Frontend\build\asset-manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 36
"c:\Users\Илья\Desktop\Bank_App\Frontend\build\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\Users\Илья\Desktop\Bank_App\Frontend\build\manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 26
"c:\Users\Илья\Desktop\Bank_App\Frontend\build\static\css\main.1d9d932e.css", "CSS", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 2
"c:\Users\Илья\Desktop\Bank_App\Frontend\build\static\js\787.ad901894.chunk.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2
"c:\Users\Илья\Desktop\Bank_App\Frontend\build\static\js\main.3a0d1a70.js", "JavaScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 3
"c:\Users\Илья\Desktop\Bank_App\Frontend\package-lock.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 20981, 0, 0, 1, 20982
"c:\Users\Илья\Desktop\Bank_App\Frontend\package.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 1, 43
"c:\Users\Илья\Desktop\Bank_App\Frontend\public\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 23, 1, 44
"c:\Users\Илья\Desktop\Bank_App\Frontend\public\manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 1, 26
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\App.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\App.test.js", "JavaScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\BankPages\MainPage.js", "JavaScript", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Body\Body.js", "JavaScript", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 23, 141
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Body\Body.module.css", "CSS", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 2, 18
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Card\Card.js", "JavaScript", 0, 0, 0, 0, 215, 0, 0, 0, 0, 0, 0, 31, 246
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Card\Card.module.css", "CSS", 0, 0, 0, 0, 0, 155, 0, 0, 0, 0, 0, 55, 210
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Chart\Chart.css", "CSS", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 13
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Chart\Chart.js", "JavaScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Chart\ChartBar.css", "CSS", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 3, 31
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Chart\ChartBar.js", "JavaScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 25
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\AppExpenses.css", "CSS", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 6
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\AppExpenses.js", "JavaScript", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 13, 43
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\ExpenseDate.css", "CSS", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 3, 26
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\ExpenseDate.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\ExpenseItem.css", "CSS", 0, 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 6, 53
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\ExpenseItem.js", "JavaScript", 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 4, 22
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\ExpenseList.js", "JavaScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 5, 29
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\Expenses\ExpensesList.css", "CSS", 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 4, 28
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\NewExpense\ChartExpenses.js", "JavaScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 6, 30
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\NewExpense\ExpenseForm.css", "CSS", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 28
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\NewExpense\ExpensesFilter.css", "CSS", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 2, 29
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\NewExpense\ExpensesFilter.js", "JavaScript", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\NewExpense\NewExpense.css", "CSS", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 4, 38
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\UI\Card.css", "CSS", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Components\UI\Card.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Currency\Currency.js", "JavaScript", 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 7, 65
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Currency\Currency.module.css", "CSS", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 6, 41
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\GlobalFonts\Global.module.css", "CSS", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 23, 75
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\GlobalFonts\colors.module.css", "CSS", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Header\Header.js", "JavaScript", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 1, 23, 149
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Header\Header.module.css", "CSS", 0, 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 29, 149
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Limitations\Limitations.js", "JavaScript", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Limitations\Limitations.module.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\LeftSideLogin\LeftSideLogin.js", "JavaScript", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 5, 50
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\LeftSideLogin\LeftSideLogin.module.css", "CSS", 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 0, 14, 92
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\Login.js", "JavaScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 7, 19
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\Login.module.css", "CSS", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 3
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\RightSideLogin\RightSideLogin.js", "JavaScript", 0, 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 26, 129
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\RightSideLogin\RightSideLogin.module.css", "CSS", 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 18, 94
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\SignUp.js", "JavaScript", 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 31, 260
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Login\Signup.module.css", "CSS", 0, 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 25, 105
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\MarketButtons\MarketButtons.js", "JavaScript", 0, 0, 0, 0, 271, 0, 0, 0, 0, 0, 0, 51, 322
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\MarketButtons\MarketButtons.module.css", "CSS", 0, 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 60, 236
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Modal\Modal.module.css", "CSS", 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 13, 57
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Modal\Module.js", "JavaScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 7, 43
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\PiggyBank\PiggyBank.js", "JavaScript", 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 30, 240
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\PiggyBank\PiggyBank.module.css", "CSS", 0, 0, 0, 0, 0, 191, 0, 0, 0, 0, 0, 40, 231
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Portfolio\Portfolio.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Portfolio\PortfolioPage.js", "JavaScript", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 228, 9, 314
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Portfolio\PortfolioPage.module.css", "CSS", 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 38, 154
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\Logo.js", "JavaScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\Logo.module.css", "CSS", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 7, 34
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\Sidebar.js", "JavaScript", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\Sidebar.module.css", "CSS", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\SidebarFooter.js", "JavaScript", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 9, 58
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\SidebarFooter.module.css", "CSS", 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 22, 60
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\SidebarNavigation.js", "JavaScript", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 10, 59
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Sidebar\SidebarNavigation.module.css", "CSS", 0, 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 33, 102
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\TotalBalance\TotalBalance.js", "JavaScript", 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 34, 150
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\TotalBalance\TotalBalance.module.css", "CSS", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 27, 87
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Transactions\Transaction.js", "JavaScript", 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Transactions\TransactionPage.js", "JavaScript", 0, 0, 0, 0, 167, 0, 0, 0, 0, 0, 1, 25, 193
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Transactions\TransactionPage.module.css", "CSS", 0, 0, 0, 0, 0, 202, 0, 0, 0, 0, 0, 54, 256
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Wrap\BodyWrap.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Wrap\BodyWrap.module.css", "CSS", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 7
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Wrap\Wrap.js", "JavaScript", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\Wrap\Wrap.module.css", "CSS", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\index.css", "CSS", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\index.js", "JavaScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 3, 18
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\logo.svg", "XML", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\newCard\NewCard.js", "JavaScript", 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 8, 46
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\newCard\newCard.module.css", "CSS", 0, 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 10, 60
"c:\Users\Илья\Desktop\Bank_App\Frontend\src\qwe.js", "JavaScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 5
